Course ID,Discipline,Key,Course Name,Institute,Duration,Start date,End date,Exam date,Enrollment End date,Exam Registration End date,Click here to Join the course, , , , 
noc26-mg85,Management,MGMT,Working In Contemporary Teams,IIT Madras,4 Weeks,"Jul 20, 2026","Aug 14, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg85,,,,
noc26-mg86,Management,MGMT,Strategic Communication for Sustainable Development,IIT Kharagpur,4 Weeks,"Jul 20, 2026","Aug 14, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg86,,,,
noc26-mg87,Management,MGMT,Business Analytics & Text Mining Modeling Using Python,IIT Roorkee,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg87,,,,
noc26-mg88,Management,MGMT,Manufacturing Strategy,IIT Roorkee,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg88,,,,
noc26-mg89,Management,MGMT,Strategic Sales Management,IIT Roorkee,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg89,,,,
noc26-mg90,Management,MGMT,Econometric Modelling,IIT Roorkee,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg90,,,,
noc26-mg91,Management,MGMT,Organization Development and Change in 21st Century,IIT Bombay,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg91,,,,
noc26-mg92,Management,MGMT,Financial Accounting,IIT Bombay,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg92,,,,
noc26-mg93,Management,MGMT,Retail Marketing Strategy,IIT Roorkee,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg93,,,,
noc26-mg98,Management,MGMT,"Project Management: Planning, Execution, Evaluation and Control",IIT Kharagpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg98,,,,
noc26-mg99,Management,MGMT,Corporate Finance,IIT Kharagpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg99,,,,
noc26-mg80,Management,MGMT,Economics of Health and Education,IIT Bombay,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg80,,,,
noc26-mg119,Management/ Economics,MGMT,Principles of Behavioral Economics,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg119,,,,
noc26-mg149,Marketing,MGMT,Research for Marketing Decisions,IIT Madras,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 23, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_mg149,,,,
noc26-ma143,Mathematical Sciences (Statistics),Math,Basics of Nonparametric Tests with Applications by R,IIT Kharagpur,4 Weeks,"Aug 17, 2026","Sep 11, 2026","Oct 25, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma143,,,,
noc26-ma100,Mathematics,Math,Linear Algebra,IISc Bangalore,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma100,,,,
noc26-ma101,Mathematics,Math,An Introduction to Smooth Manifolds,IISc Bangalore,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma101,,,,
noc26-ma102,Mathematics,Math,A Basic Course in Number Theory,IIT Bombay,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 18, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma102,,,,
noc26-ma103,Mathematics,Math,Measure Theory,IIT Bombay,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma103,,,,
noc26-ma104,Mathematics,Math,Partial Differential Equations - IITB,IIT Bombay,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma104,,,,
noc26-ma105,Mathematics,Math,An introduction to Point-Set-Topology Part - II,IIT Bombay,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma105,,,,
noc26-ma106,Mathematics,Math,Galois Theory,IIT Bombay,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma106,,,,
noc26-ma107,Mathematics,Math,Introduction to Probability Theory and Stochastic Processes,IIT Delhi,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma107,,,,
noc26-ma108,Mathematics,Math,Introduction to Methods of Applied Mathematics,IIT Delhi,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma108,,,,
noc26-ma109,Mathematics,Math,Matrix Computation and its applications,IIT Delhi,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma109,,,,
noc26-ma110,Mathematics,Math,Regression Analysis,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma110,,,,
noc26-ma111,Mathematics,Math,Measure and Integration,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma111,,,,
noc26-ma112,Mathematics,Math,Sobolev Spaces and Partial Differential Equations,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma112,,,,
noc26-ma113,Mathematics,Math,Combinatorics,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma113,,,,
noc26-ma114,Mathematics,Math,Approximate Reasoning using Fuzzy Set Theory,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma114,,,,
noc26-ma115,Mathematics,Math,Differential Equations for Engineers,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma115,,,,
noc26-ma116,Mathematics,Math,Algebra 1: Foundations,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma116,,,,
noc26-ma117,Mathematics,Math,Computational Commutative Algebra,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma117,,,,
noc26-ma118,Mathematics,Math,Introduction To Algebraic Geometry,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma118,,,,
noc26-ma119,Mathematics,Math,Probability Theory for Data Science,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 18, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma119,,,,
noc26-ma120,Mathematics,Math,Introduction to Fourier Analysis,IIT Kanpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma120,,,,
noc26-ma121,Mathematics,Math,Ordinary Differential Equations,IIT Kanpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma121,,,,
noc26-ma122,Mathematics,Math,A Primer to Mathematical Optimization,IIT Kanpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma122,,,,
noc26-ma123,Mathematics,Math,Foundations of R Software,IIT Kanpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma123,,,,
noc26-ma124,Mathematics,Math,Category Theory,IIT Kanpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma124,,,,
noc26-ma125,Mathematics,Math,Geometry of Curves and Surfaces,IIT Kanpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma125,,,,
noc26-ma126,Mathematics,Math,Algebra - I,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma126,,,,
noc26-ma127,Mathematics,Math,Real Analysis II,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma127,,,,
noc26-ma128,Mathematics,Math,Multivariate Procedures with R (in Hindi Language),IIT Kanpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma128,,,,
noc26-ma130,Mathematics,Math,Advanced Calculus for Engineers,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma130,,,,
noc26-ma131,Mathematics,Math,Introductory Course in Real Analysis,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 18, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma131,,,,
noc26-ma132,Mathematics,Math,Advanced Theory of Ordinary Differential Equations,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma132,,,,
noc26-ma133,Mathematics,Math,Engineering Mathematics - I,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma133,,,,
noc26-ma136,Mathematics,Math,Rings and Modules,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma136,,,,
noc26-ma137,Mathematics,Math,Complex Analysis - IITM,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 18, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma137,,,,
noc26-ma138,Mathematics,Math,Introduction to Probability Theory and Stochastic Processes (Tamil),IIT Delhi,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma138,,,,
noc26-ma141,Mathematics,Math,"Ordinary Differential Equations : Power series, eigenvalues and Green functions",IIT Kharagpur,4 Weeks,"Aug 17, 2026","Sep 11, 2026","Oct 25, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma141,,,,
noc26-ma142,Mathematics,Math,Commutative Algebra with a Viewpoint towards Algebraic Number Theory,IISc Bangalore,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 24, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma142,,,,
noc26-ma144,Mathematics,Math,C* Algebras and Spectral Theorem,IISc Bangalore,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 23, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma144,,,,
noc26-ma71,Mathematics,Math,The Geometry of Möbius Transformations,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma71,,,,
noc26-ma72,Mathematics,Math,Introduction to Algebraic Structures,IISc Bangalore,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma72,,,,
noc26-ma73,Mathematics,Math,Multivariable Differential Calculus and Ordinary Differential Equations,IISc Bangalore,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma73,,,,
noc26-ma74,Mathematics,Math,Wavelets and Applications,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma74,,,,
noc26-ma75,Mathematics,Math,Math Foundation,IIT Madras,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma75,,,,
noc26-ma77,Mathematics,Math,Complex Analysis,IIT Kanpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma77,,,,
noc26-ma79,Mathematics,Math,Fractals and Multifractals,IIT Guwahati,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma79,,,,
noc26-ma81,Mathematics,Math,Complex Analysis - I,IIT Guwahati,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma81,,,,
noc26-ma83,Mathematics,Math,Matrix Analysis with Applications,IIT Roorkee,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma83,,,,
noc26-ma84,Mathematics,Math,Numerical methods,IIT Roorkee,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma84,,,,
noc26-ma85,Mathematics,Math,Operations Research - IITR,IIT Roorkee,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma85,,,,
noc26-ma86,Mathematics,Math,Advanced Partial Differential Equations - (Part I: Distributions and Sobolev Spaces),IISc Bangalore,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma86,,,,
noc26-ma87,Mathematics,Math,First Course on Partial Differential Equations - II,IISc Bangalore,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma87,,,,
noc26-ma88,Mathematics,Math,"Calculus for Economics, Commerce and Management",IIT Bombay,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma88,,,,
noc26-ma89,Mathematics,Math,Point Set Topology,IIT Bombay,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma89,,,,
noc26-ma90,Mathematics,Math,Introduction to Abstract Group Theory,IIT Madras,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma90,,,,
noc26-ma91,Mathematics,Math,Calculus of One Real Variable,IIT Kanpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma91,,,,
noc26-ma92,Mathematics,Math,Calculus of Several Real Variables,IIT Kanpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma92,,,,
noc26-ma93,Mathematics,Math,Measure Theoretic Probability 1,IIT Kanpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma93,,,,
noc26-ma94,Mathematics,Math,Mathematical Methods In Physics 2,IIT Madras,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 19, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma94,,,,
noc26-ma95,Mathematics,Math,Introduction to Abstract and Linear Algebra,IIT Kharagpur,8 Weeks,"Jul 20, 2026","Sep 11, 2026","Sep 20, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma95,,,,
noc26-ma96,Mathematics,Math,Mathematical Methods and its Applications,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 18, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma96,,,,
noc26-ma97,Mathematics,Math,Essential Mathematics for Machine Learning,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 23, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma97,,,,
noc26-ma98,Mathematics,Math,Advanced Engineering Mathematics,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 24, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma98,,,,
noc26-ma99,Mathematics,Math,EXCELing with Mathematical Modeling,IIT Roorkee,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma99,,,,
noc26-ma78,Mathematics & Computing,Math,Design and Analysis of Algorithms with Applications,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 25, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma78,,,,
noc26-ma80,Mathematics & Computing,Math,Introduction to Software Engineering: A Road Map to Reliable Software Development and Maintenance,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 17, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma80,,,,
noc26-ma145,Mathematics and Statistics,Math,Partial Differential Equations,IIT Kanpur,8 Weeks,"Aug 17, 2026","Oct 9, 2026","Oct 24, 2026","Aug 17, 2026","Aug 28, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma145,,,,
noc26-ma135,"Mathematics, Management",Math,Matrix Solver,IIT Kharagpur,12 Weeks,"Jul 20, 2026","Oct 9, 2026","Oct 16, 2026","Jul 27, 2026","Aug 14, 2026",https://onlinecourses.nptel.ac.in/e-learning/preview/noc26_ma135,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
